Id,SalePrice
1787,175933.58
1788,58673.863
1789,95565.71
1790,78341.83
1791,187358.03
1792,156045.66
1793,134314.66
1794,150931.1
1795,140103.9
1796,123685.84
1797,117743.836
1798,128491.92
1799,108180.1
1800,125898.92
1801,125836.86
1802,130694.11
1803,147011.33
1804,144006.81
1805,134566.72
1806,117144.28
1807,121200.34
1808,126674.164
1809,124142.47
1810,152096.14
1811,93268.555
1812,100399.98
1813,127943.38
1814,104099.9
1815,59513.727
1816,97466.19
1817,114612.266
1818,127738.56
1819,125564.86
1820,58458.996
1821,113219.75
1822,152764.7
1823,45473.8
1824,128228.49
1825,138279.77
1826,100390.78
1827,101021.87
1828,137197.12
1829,116980.4
1830,142052.19
1831,154250.17
1832,81796.586
1833,145170.33
1834,118872.555
1835,135354.67
1836,131132.08
1837,88578.336
1838,127762.08
1839,93957.766
1840,174986.98
1841,147013.14
1842,80518.16
1843,133962.1
1844,140233.58
1845,142341.98
1846,152559.56
1847,154556.89
1848,58705.434
1849,117261.31
1850,120410.24
1851,161951.67
1852,124779.266
1853,128433.734
1854,167944.4
1855,139159.66
1856,212056.38
1857,161015.95
1858,144555.0
1859,120380.39
1860,153969.02
1861,118939.01
1862,315336.94
1863,304131.8
1864,304681.94
1865,315385.06
1866,328939.62
1867,237265.48
1868,321138.1
1869,210220.4
1870,228870.34
1871,250158.89
1872,165769.64
1873,233330.33
1874,139886.55
1875,202647.64
1876,203905.0
1877,217087.02
1878,203807.4
1879,132696.05
1880,133265.84
1881,239838.73
1882,247230.53
1883,190518.4
1884,207736.6
1885,254136.61
1886,313523.06
1887,210538.4
1888,289655.75
1889,152500.22
1890,118526.27
1891,140594.33
1892,102517.945
1893,127710.06
1894,125840.94
1895,134256.0
1896,131881.05
1897,114749.086
1898,109614.49
1899,160722.17
1900,136285.2
1901,168108.17
1902,137951.0
1903,223964.0
1904,144606.98
1905,203969.19
1906,162726.39
1907,188406.39
1908,112660.96
1909,129760.42
1910,119286.04
1911,216510.58
1912,301005.66
1913,154920.5
1914,54276.723
1915,333317.66
1916,68962.445
1917,272296.16
1918,145051.73
1919,166033.08
1920,128700.9
1921,436974.8
1922,317477.25
1923,217382.23
1924,217924.4
1925,192513.03
1926,431413.38
1927,137314.28
1928,148807.1
1929,126139.52
1930,129351.586
1931,143164.67
1932,140946.6
1933,173096.98
1934,184915.64
1935,170904.72
1936,195435.42
1937,183301.03
1938,167336.56
1939,236170.6
1940,176289.47
1941,174711.17
1942,180045.95
1943,197422.03
1944,381087.5
1945,380370.4
1946,129678.9
1947,320390.44
1948,165638.48
1949,242134.4
1950,183986.69
1951,244117.06
1952,202706.39
1953,168407.44
1954,187014.56
1955,133882.78
1956,292616.3
1957,152530.03
1958,312002.16
1959,144250.11
1960,118719.05
1961,122062.664
1962,93683.26
1963,102444.65
1964,115206.77
1965,146376.75
1966,143879.3
1967,280999.78
1968,420244.2
1969,426603.66
1970,448958.88
1971,479058.25
1972,383288.25
1973,253725.89
1974,326360.5
1975,244219.52
1976,272339.0
1977,373634.28
1978,401781.88
1979,325860.1
1980,195701.2
1981,329526.78
1982,245450.95
1983,213929.6
1984,162117.8
1985,234606.84
1986,216991.17
1987,176403.66
1988,179293.23
1989,187097.69
1990,215862.58
1991,260202.48
1992,216447.81
1993,168306.45
1994,239813.8
1995,184042.67
1996,251687.77
1997,313119.06
1998,354478.6
1999,259537.8
2000,299447.8
2001,251082.66
2002,255860.78
2003,247872.69
2004,269272.97
2005,222867.12
2006,237054.92
2007,257778.52
2008,224085.77
2009,192645.64
2010,186552.31
2011,126176.22
2012,171859.72
2013,181440.94
2014,185321.34
2015,199381.67
2016,187802.56
2017,194463.45
2018,122574.53
2019,131482.95
2020,107945.96
2021,114065.09
2022,183873.55
2023,140500.5
2024,239741.31
2025,363586.3
2026,174477.56
2027,151498.12
2028,146862.92
2029,178942.38
2030,289512.7
2031,234479.12
2032,267719.47
2033,262637.72
2034,155119.05
2035,216702.27
2036,193283.47
2037,191718.61
2038,270258.3
2039,242182.67
2040,272270.2
2041,293586.25
2042,200057.06
2043,171159.33
2044,166989.34
2045,211522.55
2046,141582.61
2047,151796.62
2048,136630.45
2049,139469.88
2050,182190.34
2051,102963.664
2052,132356.19
2053,147142.61
2054,71061.97
2055,161591.75
2056,141879.03
2057,116946.04
2058,224761.88
2059,132315.94
2060,167281.36
2061,180977.11
2062,133736.28
2063,113417.41
2064,143475.48
2065,121768.39
2066,161301.52
2067,107405.62
2068,130069.17
2069,87157.08
2070,111992.625
2071,85505.47
2072,130559.195
2073,133900.14
2074,191815.9
2075,150931.23
2076,125769.67
2077,152113.27
2078,128534.086
2079,131869.23
2080,118714.06
2081,130144.24
2082,128069.61
2083,147408.62
2084,112996.03
2085,127560.7
2086,107107.55
2087,121241.96
2088,99607.445
2089,80762.09
2090,128920.055
2091,120793.36
2092,126045.24
2093,115000.51
2094,115389.41
2095,139409.5
2096,81142.78
2097,96094.22
2098,149581.25
2099,55237.71
2100,79308.93
2101,122973.56
2102,120936.41
2103,100553.96
2104,132996.44
2105,132960.8
2106,74422.04
2107,235749.11
2108,114863.17
2109,109958.016
2110,129354.79
2111,139396.88
2112,138928.0
2113,119001.3
2114,103984.7
2115,162772.64
2116,120394.055
2117,146390.0
2118,123215.04
2119,103991.65
2120,111298.414
2121,98964.055
2122,100193.75
2123,91014.55
2124,173412.9
2125,128791.02
2126,147923.06
2127,161288.3
2128,130272.266
2129,100271.66
2130,151513.58
2131,150481.81
2132,121011.97
2133,125355.95
2134,123966.54
2135,93592.7
2136,75894.73
2137,109506.766
2138,127440.45
2139,155543.45
2140,143071.31
2141,141546.3
2142,128463.375
2143,140609.88
2144,112951.75
2145,136385.97
2146,152873.7
2147,119867.51
2148,135682.42
2149,143634.3
2150,234897.22
2151,110962.875
2152,159744.8
2153,166660.02
2154,108616.766
2155,143421.72
2156,254942.28
2157,223758.61
2158,227756.4
2159,198715.95
2160,161814.73
2161,246500.47
2162,390635.53
2163,326632.3
2164,250272.95
2165,194433.97
2166,146216.72
2167,234295.16
2168,198922.25
2169,196469.03
2170,229590.44
2171,145633.75
2172,132388.39
2173,158319.45
2174,226128.2
2175,312799.72
2176,333124.44
2177,250978.28
2178,211131.97
2179,145066.53
2180,233897.33
2181,185748.12
2182,222996.83
2183,190243.89
2184,123742.83
2185,94507.3
2186,144441.45
2187,153186.17
2188,151504.62
2189,251335.4
2190,79247.836
2191,83144.77
2192,98613.12
2193,96299.91
2194,104034.0
2195,109284.13
2196,99015.31
2197,116810.055
2198,167806.08
2199,168517.0
2200,143395.47
2201,134764.38
2202,218785.47
2203,137087.78
2204,189358.94
2205,114885.086
2206,143624.44
2207,226193.34
2208,252967.47
2209,234275.72
2210,123505.15
2211,121325.48
2212,114074.45
2213,104840.15
2214,132862.31
2215,104538.44
2216,155808.31
2217,83397.305
2218,69598.836
2219,60472.902
2220,51929.344
2221,337480.9
2222,263057.34
2223,270580.7
2224,211340.27
2225,112907.27
2226,188355.55
2227,208928.69
2228,265542.1
2229,252660.55
2230,166276.62
2231,209718.0
2232,184122.55
2233,169850.53
2234,251972.11
2235,218530.02
2236,261055.78
2237,353825.06
2238,208315.1
2239,99917.89
2240,161957.7
2241,150550.42
2242,125437.03
2243,122054.28
2244,98420.695
2245,100642.03
2246,148232.19
2247,103162.11
2248,124334.055
2249,124460.63
2250,135639.47
2251,108729.52
2252,175402.5
2253,161594.83
2254,180318.66
2255,201010.8
2256,184555.89
2257,208288.88
2258,173032.45
2259,178605.14
2260,159595.72
2261,183361.7
2262,204933.95
2263,377658.03
2264,451071.25
2265,158922.58
2266,308821.34
2267,361032.53
2268,386835.97
2269,150112.44
2270,182966.22
2271,228359.08
2272,185477.11
2273,166800.73
2274,181794.8
2275,167862.9
2276,203388.4
2277,190538.75
2278,148800.28
2279,130921.16
2280,116093.3
2281,174451.11
2282,187715.0
2283,99352.62
2284,112190.92
2285,143950.52
2286,116729.66
2287,356011.62
2288,270690.1
2289,394848.03
2290,435574.34
2291,331795.34
2292,425745.28
2293,479526.75
2294,498071.44
2295,398565.06
2296,286389.84
2297,293825.44
2298,297599.6
2299,412484.38
2300,338975.97
2301,278988.84
2302,242820.28
2303,251168.39
2304,236623.3
2305,182659.73
2306,181504.62
2307,193506.64
2308,212144.56
2309,290196.84
2310,216003.02
2311,176611.55
2312,169160.42
2313,174817.52
2314,166527.36
2315,175349.83
2316,194887.3
2317,190160.27
2318,172864.72
2319,178364.62
2320,197170.84
2321,247534.17
2322,166472.73
2323,184979.14
2324,172430.38
2325,209734.0
2326,164353.55
2327,219021.8
2328,233404.2
2329,190126.53
2330,178296.77
2331,361826.34
2332,404109.06
2333,318571.22
2334,257565.22
2335,279364.78
2336,318999.56
2337,226183.42
2338,283075.44
2339,209087.94
2340,402585.03
2341,216579.14
2342,232040.39
2343,225897.58
2344,210185.12
2345,230610.84
2346,216445.55
2347,211691.25
2348,238631.58
2349,170167.66
2350,293154.53
2351,262489.25
2352,266069.88
2353,255530.86
2354,131796.81
2355,141312.81
2356,152572.22
2357,201306.62
2358,187647.34
2359,130123.016
2360,117173.555
2361,139612.67
2362,277142.62
2363,152071.78
2364,156364.3
2365,228737.67
2366,195298.86
2367,225104.45
2368,208150.86
2369,215077.4
2370,174479.06
2371,174477.56
2372,198119.7
2373,290127.4
2374,331532.5
2375,272884.72
2376,278453.5
2377,363449.72
2378,139356.08
2379,198200.77
2380,141693.38
2381,160205.69
2382,205905.23
2383,208199.9
2384,250558.56
2385,159996.2
2386,135183.88
2387,136578.98
2388,93793.836
2389,127450.66
2390,148861.47
2391,140860.19
2392,116107.914
2393,172727.94
2394,139602.81
2395,208831.27
2396,146130.42
2397,219477.19
2398,126407.83
2399,54053.516
2400,52186.613
2401,113815.06
2402,136867.8
2403,137452.38
2404,140459.5
2405,162690.7
2406,145404.5
2407,123816.49
2408,142533.78
2409,122024.836
2410,165678.14
2411,120255.89
2412,150017.27
2413,132389.02
2414,140104.84
2415,128065.46
2416,133822.4
2417,129922.63
2418,129237.03
2419,135488.86
2420,127195.06
2421,155050.12
2422,113141.39
2423,116249.62
2424,161316.6
2425,167069.47
2426,127913.49
2427,141847.64
2428,180853.4
2429,116297.08
2430,138356.4
2431,107229.27
2432,144308.45
2433,141573.3
2434,141429.7
2435,150117.3
2436,102887.0
2437,116728.65
2438,122014.36
2439,102939.61
2440,122821.55
2441,89290.86
2442,100575.34
2443,120180.69
2444,121091.05
2445,81927.04
2446,134962.83
2447,174747.67
2448,136105.95
2449,106073.55
2450,146359.44
2451,119254.87
2452,205101.7
2453,88867.03
2454,123450.625
2455,116260.266
2456,129422.41
2457,127317.76
2458,126540.14
2459,107043.73
2460,129207.086
2461,118491.24
2462,133973.6
2463,126319.49
2464,168703.69
2465,137330.0
2466,110979.81
2467,142491.39
2468,81571.14
2469,78854.836
2470,175017.69
2471,214110.22
2472,164300.27
2473,116992.11
2474,77016.414
2475,215576.2
2476,120554.56
2477,128544.38
2478,151608.55
2479,94184.29
2480,145390.2
2481,129217.44
2482,128639.18
2483,118056.98
2484,131783.48
2485,125542.11
2486,160537.58
2487,171316.44
2488,155672.12
2489,145683.9
2490,150296.22
2491,89426.61
2492,178787.14
2493,146677.33
2494,153781.9
2495,90996.664
2496,246504.94
2497,152514.47
2498,112812.77
2499,91878.09
2500,126461.73
2501,132337.52
2502,145139.88
2503,90396.13
2504,185769.02
2505,215892.22
2506,268996.53
2507,294916.94
2508,256091.72
2509,209247.92
2510,220762.12
2511,175868.16
2512,203250.34
2513,220696.45
2514,253535.77
2515,153434.14
2516,169725.52
2517,137068.7
2518,151705.6
2519,219739.61
2520,216952.28
2521,192321.83
2522,221584.95
2523,117466.92
2524,138492.38
2525,148326.8
2526,139082.44
2527,106819.984
2528,125292.37
2529,130421.94
2530,117638.67
2531,260731.08
2532,228650.22
2533,194151.39
2534,232425.53
2535,315671.8
2536,229981.17
2537,241366.45
2538,177836.39
2539,183754.69
2540,176387.0
2541,182791.47
2542,170028.47
2543,123536.484
2544,124051.1
2545,133365.4
2546,124980.77
2547,139121.7
2548,155903.44
2549,156391.28
2550,189290.33
2551,141644.33
2552,119801.8
2553,77537.445
2554,102636.51
2555,127490.29
2556,95976.35
2557,104212.24
2558,169117.84
2559,136213.08
2560,144685.89
2561,136954.11
2562,126308.53
2563,145702.38
2564,200428.88
2565,139477.6
2566,151145.14
2567,127537.72
2568,197000.75
2569,215031.47
2570,121284.29
2571,191507.73
2572,158786.53
2573,217558.72
2574,277186.78
2575,130066.32
2576,121953.41
2577,165723.17
2578,84363.71
2579,66429.22
2580,107267.22
2581,105684.09
2582,107945.03
2583,265869.47
2584,155154.11
2585,171593.92
2586,206491.23
2587,197253.97
2588,158056.95
2589,151998.56
2590,213313.11
2591,198596.78
2592,210894.3
2593,257333.2
2594,168564.27
2595,199367.8
2596,308009.84
2597,189537.44
2598,300380.53
2599,299181.78
2600,149882.98
2601,139205.97
2602,79979.984
2603,91812.484
2604,78875.59
2605,74385.21
2606,150125.47
2607,184741.31
2608,208251.73
2609,170747.52
2610,115702.58
2611,116591.25
2612,152680.52
2613,128403.85
2614,130144.12
2615,162290.58
2616,147143.17
2617,176816.81
2618,189968.67
2619,189089.33
2620,184697.28
2621,180316.08
2622,180632.94
2623,264280.66
2624,306483.53
2625,311359.84
2626,173175.42
2627,167934.47
2628,487482.97
2629,519454.7
2630,384964.94
2631,448035.88
2632,460073.12
2633,315847.1
2634,399199.97
2635,150354.0
2636,175827.23
2637,173690.97
2638,254154.78
2639,188636.7
2640,156335.81
2641,102242.805
2642,191166.69
2643,97658.32
2644,124618.72
2645,102285.62
2646,94610.195
2647,99380.766
2648,140366.7
2649,143512.16
2650,138809.2
2651,139813.6
2652,442642.12
2653,254473.47
2654,232570.31
2655,421845.12
2656,315694.1
2657,350795.8
2658,301467.03
2659,322269.56
2660,367523.22
2661,346467.62
2662,380023.78
2663,277080.0
2664,282131.34
2665,315833.84
2666,287279.7
2667,160959.0
2668,178659.66
2669,173211.1
2670,271946.06
2671,179178.7
2672,187643.4
2673,205902.88
2674,206528.06
2675,168341.28
2676,188749.17
2677,196463.97
2678,246055.16
2679,274966.5
2680,291235.72
2681,379167.25
2682,347340.03
2683,565359.06
2684,320024.9
2685,318801.6
2686,267338.56
2687,330370.7
2688,213463.3
2689,198951.84
2690,434235.94
2691,184952.33
2692,129888.57
2693,191266.27
2694,121001.586
2695,190717.83
2696,185365.53
2697,190122.55
2698,185361.47
2699,166211.47
2700,148972.1
2701,148880.48
2702,119263.17
2703,117182.05
2704,142021.98
2705,121249.13
2706,124324.445
2707,128490.58
2708,138082.62
2709,110102.61
2710,126327.69
2711,264209.6
2712,383898.8
2713,165056.77
2714,147392.73
2715,170108.44
2716,137140.48
2717,178805.56
2718,220561.36
2719,155815.89
2720,178147.36
2721,142322.44
2722,172767.81
2723,145821.38
2724,129306.32
2725,135140.44
2726,150003.39
2727,181183.83
2728,167152.83
2729,154456.11
2730,141761.48
2731,131755.6
2732,124411.266
2733,162420.34
2734,150967.94
2735,130976.98
2736,142380.27
2737,125608.09
2738,134861.56
2739,160019.4
2740,135069.31
2741,139410.58
2742,154512.67
2743,142043.78
2744,162104.66
2745,145173.8
2746,139519.5
2747,148861.03
2748,121638.05
2749,126874.86
2750,134229.75
2751,138102.25
2752,182335.83
2753,152088.61
2754,237808.94
2755,128180.44
2756,90775.91
2757,72583.33
2758,85521.62
2759,164595.27
2760,140874.42
2761,148788.22
2762,145737.27
2763,184949.33
2764,154444.03
2765,291419.62
2766,126345.76
2767,87750.41
2768,128278.516
2769,131905.83
2770,145288.2
2771,107460.734
2772,118608.93
2773,164628.08
2774,143038.3
2775,126658.82
2776,130701.09
2777,145292.62
2778,102945.2
2779,119089.28
2780,100242.21
2781,99674.25
2782,96981.17
2783,103480.87
2784,123290.734
2785,134772.84
2786,63091.027
2787,118125.45
2788,74659.11
2789,178413.28
2790,89551.125
2791,113786.84
2792,52288.688
2793,170559.7
2794,94640.24
2795,125651.11
2796,98600.234
2797,193839.66
2798,102314.695
2799,121968.64
2800,72357.81
2801,114371.07
2802,134355.02
2803,165570.4
2804,139386.38
2805,104884.35
2806,74994.51
2807,157463.28
2808,152778.25
2809,139377.2
2810,135225.27
2811,152161.88
2812,146092.39
2813,155355.78
2814,154898.34
2815,109148.73
2816,262755.97
2817,141154.42
2818,131479.83
2819,140921.45
2820,127896.664
2821,111661.27
2822,208139.16
2823,301932.6
2824,181837.8
2825,161731.58
2826,135196.5
2827,127561.07
2828,205574.81
2829,192075.3
2830,222894.55
2831,181264.36
2832,246887.25
2833,287633.06
2834,217827.78
2835,223642.12
2836,189851.31
2837,154399.25
2838,148579.22
2839,177926.12
2840,210187.73
2841,203222.23
2842,222193.55
2843,153493.56
2844,147964.97
2845,124313.9
2846,211753.23
2847,207874.12
2848,215900.25
2849,202614.4
2850,278824.72
2851,217824.88
2852,238620.66
2853,243830.17
2854,144756.28
2855,204703.06
2856,200830.88
2857,187830.52
2858,194553.78
2859,120562.95
2860,127794.125
2861,124399.52
2862,181386.44
2863,126931.625
2864,250855.05
2865,139612.53
2866,131420.16
2867,93215.11
2868,94269.21
2869,117646.19
2870,117701.734
2871,93181.16
2872,53264.29
2873,99997.2
2874,141286.4
2875,109803.24
2876,163951.69
2877,146923.58
2878,174903.06
2879,132760.86
2880,95889.89
2881,158909.84
2882,157117.38
2883,182499.02
2884,205931.55
2885,199159.89
2886,238599.48
2887,91265.39
2888,133803.27
2889,63711.08
2890,86561.414
2891,130412.234
2892,41235.75
2893,69368.37
2894,43858.445
2895,303566.2
2896,278209.84
2897,200392.0
2898,151469.08
2899,214946.58
2900,156723.05
2901,208732.7
2902,173044.34
2903,342198.72
2904,364987.4
2905,83185.38
2906,206739.52
2907,113570.67
2908,136478.6
2909,137711.11
2910,84621.73
2911,78821.76
2912,147753.73
2913,81085.15
2914,70877.266
2915,73880.0
2916,77432.0
2917,149499.97
2918,114598.49
2919,226499.66
